,2020_dem_mean,2020_depth_to_root_mean,2020_eto_mean,2020_fractp_mean,2020_pawc_mean,2020_precipitation_mean
0,1837.818219895288,710.4616603923123,876.3741967375186,0.24298207637186386,0.19882307965282595,2120.059250539533
1,1629.2470373746582,1500.0,1523.8548185231539,0.49022222043450037,0.11000000785860381,1545.6284432387313
2,665.8924025309074,1412.4893249587453,1788.2695177994829,0.45493567606677665,0.12063563146802604,1728.290645054074
3,129.17904247934254,920.7156641260055,1977.3163017545342,0.3356311476653717,0.1365083466887391,2784.1996495154444
4,338.11200852045795,842.8134995366634,1891.8113412847877,0.42865433406570413,0.14162605465130182,2049.406917167369
5,199.37107912077494,1260.0313900677536,1951.563091272485,0.3722253180136299,0.12398615202237362,2433.5550730241825
6,1965.675,700.0,,,0.2000000223572001,2544.2025547445255
7,938.7567567567568,871.4285714285714,1780.8,0.2758509397506714,0.17285713468279157,2715.1720982142856
8,1657.9198717948718,694.8170731707318,1721.875,0.19764389310564315,0.20025916215850087,2569.4527573529413
9,2388.4599774520857,700.0,,,0.20000002289636087,2513.507329842932
10,2746.225225225225,700.0,894.224,0.26388486504034186,0.20000001332645334,2431.0537605932204
11,1132.8789970930231,1500.0,1667.7406281661601,0.2817481924058967,0.11,2712.980285520054
12,1293.696014828545,1031.9542253521126,1613.539641943734,0.39517668506983294,0.17945422588939397,2476.9797713280564
13,909.4005279423127,1454.9151327923976,1734.5413733946866,0.2669324117760339,0.11284371038809232,2737.0954714404916
14,1151.858043099842,1118.5892357044656,1651.0744826517168,0.3768626529946234,0.16312285881250319,2425.935956829405
15,578.3139330891631,861.3990365082129,1863.4798225809964,0.34702280098728405,0.1479736200592025,2659.7122571380914
16,833.8605581841299,518.741275240361,1782.537540111215,0.3595883633253941,0.20425553223491477,2589.271254423909
17,878.7958954829155,536.9604693392932,1751.5635504755478,0.3478220490566391,0.20815199835870932,2649.9304635102594
18,419.4122389948477,167.06104983207462,1963.2046644049303,0.4030555816015139,0.16488431288038938,2540.4064987980973
19,299.14644041269383,166.21233302267785,1992.020347934141,0.46325748060830224,0.15822071124026774,2206.9934762348557
20,460.04196856657563,1155.2420002433387,1910.8825891227643,0.4365264871537494,0.12916167830446224,2165.348582552622
21,351.7803376199053,1170.9799814240262,1944.8603442483648,0.5314397043530028,0.14644803590572694,1875.884196589135
22,264.3166147989244,688.2466034350167,1993.9484462673388,0.4813473196865476,0.15477084534948304,2009.4232248141502
23,455.8656442966682,696.8467987967487,1911.8902566509505,0.5448229124442643,0.1720928009595076,1919.3193522923646
24,332.9955688027819,324.0572756578454,1979.2347252417721,0.4706930584774908,0.18800716970678086,2155.836419521703
25,478.0746257863909,487.76303673135294,1926.7502472630538,0.40429261184390025,0.20847039824272706,2339.0959380648683
26,985.8994987659975,558.7586206896551,1699.6860058414163,0.393893910766873,0.2070620783358321,2344.013912042312
27,1255.0438512199123,624.3991421053795,1583.134145532536,0.31876412579183894,0.203780072260486,2092.3925973422956
28,1323.863398381723,829.1098771664143,1516.2231489876096,0.367253974791059,0.18474495883637612,1918.6650785421016
29,708.9362746577341,968.5215510699651,1780.504780695098,0.46454795782981106,0.16333096739120123,1771.820913643952
30,413.0636249125262,1258.5011025576698,1896.5365164459351,0.4619552098325697,0.11890252236888146,1928.3260929845642
31,1287.3439894372536,721.8204112431616,1625.56654968112,0.4368156065441149,0.15217260746793057,1655.5383512544802
32,1705.859038901602,635.5021352142412,1435.11814935569,0.36903151667551537,0.18065066118168513,1715.6788279230107
33,1445.7748465905831,861.4969214542635,1579.760269063241,0.5008893705452232,0.17741008958996296,1690.6876700971468
34,1214.8794817813766,1002.3576838504764,1672.0235768385048,0.45067574999427373,0.16598477190000457,1832.0368922550697
35,1538.0670505780993,637.6204333452654,1531.8597444020602,0.5077573598114048,0.20239636687740836,1610.9428958317255
36,1650.50977978006,567.939152671957,1450.2558813336107,0.47713653246451415,0.2066030593586051,1643.9394083089649
37,1306.9944954128441,846.8300434323946,1633.7287072261472,0.45460782788917176,0.18163370132863213,1826.0430902576481
38,1189.3780565146924,848.214938062502,1703.041098741026,0.6181976868354409,0.18136731982290524,1299.7159507878264
39,949.8159722222222,939.2982856707955,1793.3972046716447,0.699933424693604,0.16058565729826665,1111.956007154546
40,830.4463794198602,1010.6141072630713,1838.6789387083504,0.6625729509461127,0.14559403205799487,1084.1618670057596
41,918.3736495852494,1085.7610949813356,1782.0737483927164,0.6141321219513459,0.1488459267096122,1174.8376607216921
42,993.0771899392888,1178.024901564329,1771.8852424005127,0.7417372727577274,0.14622219510991982,936.7900717278602
43,668.2974917280393,103.69837372192255,1892.114000483053,0.5983434446325779,0.15987539295220796,1367.5383624506883
44,698.1116131773066,593.7340804890474,1867.1237901171676,0.5320030141888327,0.14236663180957082,1452.8756276835747
45,666.7023184169991,100.0,1893.37487886694,0.6103887250163064,0.15999997452129147,1374.2796869176295
46,798.5963677319443,765.676896505912,1853.5041849342367,0.4863991907777833,0.14145707938400923,1701.9808688720607
47,711.0395751976379,837.5451830897375,1890.3096023888104,0.43233104401001327,0.13365907999441526,1791.2176197211559
48,958.8769262994106,1199.2569421918852,1780.438151381387,0.4022890458628908,0.14345155945904495,1965.7965504111019
49,1016.6793378295524,980.8373814480685,1759.9330094841546,0.45528839203099697,0.15806363220709,1929.8934998843397
50,794.2622991245736,1177.9457364341085,1846.9457364341085,0.43060047238372096,0.12150194744731105,1773.2331782945737
51,673.3172505374985,398.1087047312213,1904.0777996539587,0.45842067103320205,0.1493532494751581,1814.6519897380824
52,666.3018344195028,100.0,1909.407639323732,0.48893321817897195,0.15999998443459326,1703.3322707349007
53,818.4763582066695,916.2663873740474,1826.667629744664,0.44825925768129943,0.13084762161587182,1689.8678897757231
54,818.6720982599795,848.4706972076957,1842.3161266667953,0.48670261121215336,0.13427913401721792,1558.3886069354123
55,683.0101981505944,219.18572781183036,1913.3694124682315,0.535394708974934,0.15999049667987242,1457.5123336821648
56,666.3635290914042,100.0,1905.0555127876144,0.40418728215079974,0.15999997368769245,1637.6330510649218
57,666.3741941029829,100.0,1899.058747160013,0.4145286730921373,0.15999999722657518,1683.7596559558585
58,663.6171617161716,100.0,1921.4140364382858,0.5377845362819156,0.15999997368769245,1646.2211957916345
59,781.5804086066934,667.7280746684878,1852.577542541688,0.5002922851395766,0.14458225678586165,1543.110921404587
60,1306.6222540710173,956.4724504760353,1664.478223422333,0.4396633090563095,0.1698731480343176,1967.7947810703229
61,1061.6330198286707,1132.9277022190408,1747.981916136081,0.4068907277224692,0.14801756855915402,1829.9988697585052
62,1865.0,666.6666666666666,1560.0,,0.20166667302449545,1060.1195746527778
63,1757.2129032258065,500.0,1390.0,0.6047103881835938,0.20999999507780998,1515.798655063291
64,,,,,,
65,1527.3487561032318,700.0,1640.4213756613756,0.8144103725085654,0.20000001060558753,917.3
66,1315.3666462293072,700.0,1644.8538059457694,0.7469031502514841,0.20000001764021857,1194.0047798377752
67,767.0273640965446,743.0377776240227,1833.5447311976752,0.4665520418014426,0.14213450629843286,1539.9388362277728
68,993.0247314739597,940.7681510782187,1739.6801603035535,0.5355913120164771,0.15915317688728148,1394.3032470989035
69,1030.8002829777972,1078.8634505314799,1728.671290874696,0.42649454923072333,0.15737786530863526,1782.8078965001805
70,1233.6773813034504,751.7761557177615,1669.584150156413,0.4493422148360561,0.19417517976624957,1956.798702351987
71,947.0275515093435,774.2397137745975,1749.8188168522156,0.5076516352953411,0.1916480431189904,1529.2396256202076
72,1315.836583725622,700.0,1640.5462068965517,0.7183579164734352,0.2,1260.7989164572864
73,2054.5,500.0,1412.0,0.39123150280543734,0.14000001123973302,2013.7564174107142
74,,500.0,1507.0,0.3962986469268799,0.14000000059604645,2119.039306640625
75,1567.4847645429363,700.0,1557.324894514768,0.4201525595620715,0.20000000643830762,2327.3950421940926
76,1468.4779116465863,700.0,1592.6996699669967,0.40148321472772275,0.20000002014361593,2495.1025165016504
77,119.81586018364915,1212.2220460650901,1953.7015017395518,0.34535496092201745,0.13854449868501453,2516.8309331924074
78,301.7146230465396,771.646170354923,1905.1247393249782,0.36856853981494603,0.14060383399493329,2837.4001741207912
79,280.9347889324276,1239.709944840489,1938.0963194735655,0.4251818174716138,0.11930632025983033,2232.3790845456597
80,304.2382741987986,1368.1314331179074,1923.7332812216468,0.3042608119390433,0.11470959584944375,2883.4996719755445
81,297.1737798273034,1098.545401493931,1929.2175536881418,0.3377099130667892,0.13531365915506827,2769.1190476190477
82,247.77521572039737,1197.331114125788,1934.1347712582224,0.31718915656813235,0.13097768380068742,2929.6851993296777
83,538.6255027720405,539.2339453571115,1830.746551875604,0.4274771154536004,0.20632890512899352,2247.656798149287
84,863.08959050619,587.4512196525803,1702.2287812683467,0.4999404635140269,0.20086151183822767,1913.3684052999345
85,830.6794266302096,554.720248094069,1699.316810957488,0.4316602597234785,0.2028463787311022,1943.2813541801265
86,813.1090909090909,597.560975609756,1720.0,0.5212794048030202,0.20512194749785634,2041.9169207317073
87,141.13686967910937,881.869818851704,1974.5913417255142,0.4049379596470103,0.17181302785946614,2374.2772490021493
88,275.61687220732796,856.2604900973481,1903.9237327962403,0.45219951116146356,0.17437395426842062,2254.358643840215
89,87.34995607462146,840.0737076908156,1993.5501891184172,0.38115051583260595,0.17599263254579453,2184.3340122199593
90,66.43575432852111,1406.4478573429185,1982.8148632247223,0.49794722204392683,0.12617097921748086,1819.1653440388386
91,85.53299492385787,1500.0,1998.3431151241534,0.5631414202481306,0.10999999896667342,1482.828301354402
92,101.15512333319712,908.7334488734836,1951.9521407022273,0.5710502218531356,0.13171358980839593,2906.1541819115478
93,74.40949091689593,750.7341147893933,1984.6436155530612,0.3195053080088512,0.16114558941584012,2992.486391991609
94,248.03125642607444,1140.2242363435548,1941.3321642061599,0.29754086763428805,0.12438802127245863,3069.362179298018
95,59.93855329660507,882.7848427248758,1983.3299405236373,0.4769751244519897,0.16348290365940585,1909.4285363909498
96,27.18009213415422,726.1536837403821,1998.6363765556164,0.49917361840702845,0.16282963866493594,1605.3844935745174
97,39.51525524439393,970.2543789130065,1998.0275280762016,0.44322005979134693,0.16472569844119223,2117.079977587761
98,33.965561067606906,732.0363489343679,1997.8563369977473,0.6078464101697117,0.15200840857896458,1345.3552299724688
99,57.76987447698745,1174.656569214512,2001.664435834214,0.6251280183199777,0.12239404176481596,1227.8271691910297
100,42.730054644808746,1253.8636363636363,1995.0459595959596,0.681335510870423,0.12273738360164141,1137.5064393939394
101,13.20531439514842,100.0,1997.3072967131252,0.6066498396390773,0.15999997962007156,1205.2055601103077
102,11.117865015712209,139.32740780047757,1996.7413106924914,0.6153273932906607,0.16035750893390158,1323.3129035110994
103,7.961270062805304,100.0,1993.2655239327296,0.6688127406664376,0.15999998065509277,1256.9589262613194
104,,,,,,
105,8.674059034827424,100.0,1996.7724097575249,0.5731609709866328,0.1599999778565355,1416.5341037925612
106,4.659513785141926,100.49145080372683,1999.2065117231493,0.6048716340739224,0.15997542546009522,1450.0790416709328
107,4.892602495543672,100.0,1998.5886996260906,0.6311867891825924,0.15999998529273343,1396.2207104279187
108,1.3862345594603218,112.44502473886752,1973.8570029382959,0.8424720643065046,0.15937770782688807,1394.8099372474855
109,1.5071237517831668,123.92196434577868,1980.7506571819702,0.7692362773957614,0.15880390966616212,1442.7071458005703
110,2.4618583545055808,100.0,1991.2909380348785,0.6661095326582642,0.1599999976722186,1489.6920949747307
111,1.7796137399824428,100.0,1983.7638660076882,0.7875410159745069,0.15999998435518323,1334.754319336721
112,35.73167055986738,1208.5263606650562,2005.8027330063069,0.37230469914654146,0.16829471607107965,2849.005738575983
113,31.32040339500286,840.5296048194938,2004.915421489536,0.41070438891587846,0.1554178825220294,2381.2252964426875
114,37.29102637070765,1500.0,2002.5936850851683,0.3994480413572393,0.11000000961183563,2239.0720481501153
115,44.80474979977017,1162.655197320901,2001.8992633633445,0.3386000261102865,0.1599934201143788,2971.2754890678943
116,47.1526597759619,798.9286723284034,1998.839695695832,0.32218588051210917,0.1665284129710077,3083.382473577616
117,15.516546732491005,458.6244304621393,2004.2452208305867,0.5131798093743186,0.16326020052170653,1779.6134625995114
118,10.254687450596009,100.0,1997.9231250931862,0.5708122693640972,0.15999997379137468,1518.0342925301923
119,8.608621457189495,100.0,1995.2321929332586,0.5557230095213475,0.15999998219950576,1590.3512338754908
120,5.884129879605983,100.0,1998.8699786398402,0.5788392226397268,0.15999999051946814,1611.140205042948
121,6.237572335637357,100.0,1996.609897086974,0.5892724304910638,0.1599999829722059,1528.3519132725585
122,4.028584256210715,100.0,1992.7135392552418,0.5721536085644007,0.15999999308138504,1517.6293170148415
123,1.2319397302999724,100.0,1961.250082590023,0.8877990808307606,0.1600000033792186,1100.7716722444134
124,879.2160293817589,1324.431652018655,1751.2706675491388,0.43854397746425217,0.1449189649582878,2140.5901275993165
125,1190.8865691117533,1044.6856088074362,1647.7629162106152,0.45968872255502885,0.17468391281149054,1885.6923685251088
126,1125.9614099921826,1108.5126348951003,1678.3810458009507,0.5366632790688901,0.1657774737488689,1520.92097325558
127,842.3484421681604,1111.5495074751054,1804.7795582038275,0.555204338698097,0.13173656963792038,1427.2306412217838
128,705.655852401464,825.3738350665509,1879.913800793446,0.5985578721771638,0.13580810701615648,1369.5289560787812
129,767.1882193883143,1106.5531152773153,1797.9842714946672,0.5681154782269268,0.14995912481128665,1518.7956327566214
130,673.5018501544624,409.4768836986082,1881.3879379299312,0.6077262637977924,0.16695759928411455,1308.519724844025
131,705.2642798460673,581.2612135051378,1828.7602348719622,0.6035197265306435,0.16756054814926194,1478.3860707877998
132,487.40090997003756,941.0359430471991,1891.0347322396203,0.5647998103441833,0.15322486418121006,1767.4991143166785
133,695.1717390519514,423.71943328111166,1842.0258837953818,0.5112608345821129,0.1777576399502333,1435.5588856344937
134,805.248093422307,545.2634537024027,1808.9480399044542,0.5704575641948855,0.20326515188105942,1292.808767739216
135,1328.6720830204138,577.1769647870722,1627.7674189331105,0.4439683059538353,0.18007587295591418,1625.940375918901
136,1320.432977581563,690.9546204069961,1644.763551446409,0.3967187723395129,0.19699626632273745,2084.142477243483
137,1159.3657349840514,642.6250679717238,1683.9726753670473,0.5142750908590776,0.20286877846315932,1415.4726753670473
138,671.6529026510715,629.3700232552713,1794.242337038103,0.46169922680111686,0.19942782079538474,1910.1293117528564
139,325.31499875557165,1342.2552919085012,1961.1935814271083,0.48876373822390323,0.13888732139141985,1985.524411061796
140,641.2186429455624,262.14819850441876,1870.131556764106,0.8050452498300475,0.16245084657545888,1360.3209789259008
141,698.5106501461785,158.43286520540752,1890.292558078488,0.4243422013941298,0.16730408443836953,1436.7166294789342
142,690.371842141199,109.63669157433651,1895.0605514042772,0.3832764992914197,0.16120457323640008,1522.7165678948725
143,700.8328682170543,117.40654205607477,1903.9266939252336,0.3782726537401431,0.1621758113397616,1510.3450642523364
144,682.1400742115028,100.0,1904.8675647305809,0.4121996677363978,0.1599999782169841,1595.8547935619315
145,696.7576964867801,101.77960301163587,1909.3990417522245,0.3721950564949093,0.16022242363963038,1540.0198494182066
146,690.6182040317655,100.0,1909.4926089460548,0.3695348870344596,0.15999996531693944,1576.5342676137454
147,690.2136892091044,100.0,1910.5982404692081,0.3649693209552014,0.1599999834199915,1570.7880845809539
148,674.3289238469789,100.0,1895.976454759502,0.4037130069059031,0.15999997700660107,1633.10830810629
149,673.6098794243485,100.0,1897.7299547068185,0.39567891117525095,0.15999997489556556,1592.3583057901824
150,669.3170294847065,100.0,1908.50370466658,0.4344584451266574,0.15999998476699598,1567.3004029637332
151,666.1321029626032,100.0,1916.5683690280066,0.5451383079208997,0.15999998078336652,1516.7512355848435
152,791.1131649499083,1010.2051691979749,1851.2549960031974,0.4027924795580203,0.12749266732447376,1604.4312549960032
153,676.8200181983622,100.0,1905.3852233676976,0.413293331185567,0.1599999916102878,1534.4525773195876
154,746.3954425670439,904.4470450555881,1861.790081919251,0.394547321281634,0.1312697462480343,1639.718402574605
155,676.9239155121508,100.0,1905.2684233076263,0.4137675751961493,0.15999997489556556,1559.5192802056556
156,680.5522692503824,100.0,1904.6877555929757,0.3796387012400018,0.15999998414289904,1581.6647822949242
157,682.1243119266055,100.0,1903.9677002583978,0.3616509647024386,0.15999998212579403,1579.4414298018949
158,732.307010475423,286.1532625189681,1887.2344461305008,0.36620125893576916,0.15335166363868077,1638.5950303490138
159,684.1788211788212,100.0,1902.4622894032436,0.36255713144337504,0.15999998616113603,1574.226735947095
160,686.9714916683397,100.0,1906.333838288203,0.3652315087400587,0.15999999260320016,1565.9635485703466
161,709.0857380688125,184.84848484848484,1903.3364681295716,0.37677907594941873,0.17060604912609392,1515.6605276907
162,726.5841720036597,475.9275237273512,1887.1609145815357,0.4032185170237004,0.20699095047168223,1405.9281708369283
163,739.6346153846154,500.0,1895.5776528460997,0.40974980647180254,0.21000001200972856,1389.748887327243
164,724.9442881260552,375.6570215025219,1894.691266259623,0.3785149898584749,0.19445713287264402,1502.110167241837
165,707.0810999766954,177.53846153846155,1896.1725274725275,0.36250413161057693,0.1572307611821772,1579.0593406593407
166,751.6127420362274,385.9166011014949,1885.5261605035405,0.3737752150588857,0.1957395660136273,1548.7304287962234
167,784.548532134356,500.0,1881.48,0.39705856941199374,0.21,1494.1079127725857
168,777.1824709998159,500.0,1892.7903114186852,0.40993745269247406,0.2100000084477725,1386.0028546712804
169,883.907072243346,502.3532788061415,1854.0393169751758,0.4211308072468252,0.20988232484933275,1370.7576409814894
170,891.6964511312736,500.0,1833.1,0.4658846240022998,0.21000000264221455,1486.548593073593
171,720.5705091035602,536.4422077566873,1886.5908867129806,0.4727306099912477,0.1846627683583707,1305.0118702477982
172,743.9606041869093,502.74098142131135,1894.8726151795383,0.4736342362976964,0.20984339283017786,1240.3290843955679
173,820.1277222298315,500.0,1858.0255681818182,0.5400166787391851,0.21000001450215489,1240.6630940082644
174,216.83521669768677,947.8687178844467,1992.7148765509462,0.8397294974503384,0.1359755423660938,1963.222584283745
